Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
witchSoloFinale_667a99b2		You felt the tension leave you, like surfacing from the bottom of the ocean. You bent over and hacked some twisted, bloody thing out of from inside you and onto the grass.	game/script.rpy	7786	"[what]"
witchSoloFinale_a23c5fcf		It looked like a matted clump of dark fur. You glanced at it once, then looked away and forgot it forever.	game/script.rpy	7787	"[what]"
witchSoloFinale_0b730016		The night was cool and quiet. There was a lovely breeze blowing.	game/script.rpy	7788	"[what]"
witchSoloFinale_330d7041		You were in the middle of a large, empty field. The stars twinkled above you. The grass crunched under your feet. Nothing beside remained.	game/script.rpy	7789	"[what]"
witchSoloFinale_d35fc71b		Why did you come out here?	game/script.rpy	7790	"[what]"
witchSoloFinale_72b6e4bf		You couldn't recall. There was no-one living out this way.	game/script.rpy	7791	"[what]"
witchSoloFinale_cf9ff944		Never has been.	game/script.rpy	7792	"[what]"
witchSoloFinale_3b87a192		You shook your head and laughed at your own foolishness. You must have gotten lost again. You've been so forgetful lately.	game/script.rpy	7793	"[what]"
witchSoloFinale_3cd062c8		But no matter. It was a beautiful night. Perfect for a walk.	game/script.rpy	7794	"[what]"
witchSoloFinale_bf3d8c26		You stretched your legs, and began the long walk back to the village and home.	game/script.rpy	7795	"[what]"
witchSoloFinale_1faae478		Far away, a small piece of string with a loop in it fell into the river, and was gone.	game/script.rpy	7796	"[what]"
witchSoloFinale_1978ad81		There is nothing else to say. The tale is told.	game/script.rpy	7797	"[what]"
witchSoloFinale_e5506e9f		If you like it, praise it.	game/script.rpy	7798	"[what]"
witchSoloFinale_91f8d401		If not, let it be forgotten.	game/script.rpy	7800	"[what]"
toadWitchInvestigate_213d021c		The woods were quiet.	game/script.rpy	7811	"[what]"
toadWitchInvestigate_389e78d2		You walked through the woods for long hours. Eventually, you came to a clearing. You looked up.	game/script.rpy	7829	"[what]"
toadWitchInvestigate_d0a105b5		The Firmament was gazing down upon you.	game/script.rpy	7832	"[what]"
toadWitchInvestigate_090a1ca8		You looked up at Her in awe.	game/script.rpy	7833	"[what]"
creepiestShowing_d98569d5		Where did She come from? What great slow thoughts does She think, up there?	game/script.rpy	7836	"[what]"
creepiestShowing_3a9d8146		No man can say.	game/script.rpy	7838	"[what]"
creepiestShowing_e3f66e38		A single tear dropped from Her eye, and streaked across the sky like a falling star.	game/script.rpy	7839	"[what]"
creepiestShowing_72cf17b7		You sat there for a long time.	game/script.rpy	7840	"[what]"
creepiestShowing_9f5cb5fd		Finally, you turned around, and found yourself back where you began.	game/script.rpy	7841	"[what]"
creepiestShowing_19b64861		You turned and walked back to the light of the village.	game/script.rpy	7848	"[what]"
thiefMushroomInvestigate_422157ae		The grass rustled.	game/script.rpy	7856	"[what]"
thiefMushroomInvestigate_900b3246		You walked until you discovered a giant old tree.	game/script.rpy	7865	"[what]"
thiefMushroomInvestigate_c75c2b81		You walked through the darkness of the woods until you discovered an abandoned old train.	game/script.rpy	7871	"[what]"
thiefMushroomInvestigate_7350adab		For some reason you wandered off into the dark woods, picking paths at random.	game/script.rpy	7876	"[what]"
thiefMushroomInvestigate_88206f5f		You found nothing and no-one. There was nothing there. Nothing but a cold silence that slowly followed you from behind the trees.	game/script.rpy	7880	"[what]"
thiefMushroomInvestigate_a20cefa7		...	game/script.rpy	7882	"[what]"
thiefMushroomInvestigate_361688fa		A foolish endeavour. There is no such person.	game/script.rpy	7889	"[what]"
thiefMushroomInvestigate_9bdc963c		There never was.	game/script.rpy	7890	"[what]"
thiefMushroomInvestigate_77210f92		A foolish dream. There is no such person.	game/script.rpy	7892	"[what]"
thiefMushroomInvestigate_9bdc963c_1		There never was.	game/script.rpy	7893	"[what]"
thiefMushroomInvestigate_6a66bc41		Very well. Curiosity is a fine vice for the hero of a tale like this.	game/script.rpy	7895	"[what]"
thiefMushroomInvestigate_a164b289		But everything has a limit. You should return to the village. The story is waiting for you.	game/script.rpy	7896	"[what]"
thiefMushroomInvestigate_92f1a022		There is no need for that, child.	game/script.rpy	7898	"[what]"
thiefMushroomInvestigate_847ff0bf		I am here.	game/script.rpy	7899	"[what]"
thiefMushroomInvestigate_5c622732		I always have been.	game/script.rpy	7900	"[what]"
thiefMushroomInvestigate_57238b3a		You wandered in circles for a long time.	game/script.rpy	7901	"[what]"
thiefMushroomInvestigate_deab9edd		Finally, you found yourself back where you began.	game/script.rpy	7902	"[what]"
thiefMushroomInvestigate_4e8b1e81		The lights and warmth welcomed you back.	game/script.rpy	7906	"[what]"
toadInvestigate_6eb6bb95		You walked along the side of the river. The water was still and deep. There was a small, muddy hole on the edge of the riverbank.	game/script.rpy	7912	"[what]"
toadInvestigate_4e3d5c9e		You crouched down and slithered into the hole. Mud covered you.	game/script.rpy	7919	"[what]"
toadInvestigate_bd86b8c7		It was wet, and cramped, and crawling with small worms and roaches. 	game/script.rpy	7920	"[what]"
toadInvestigate_d9b2db5d		A cold silence lay coiled in the hollow like thick fog.	game/script.rpy	7921	"[what]"
toadInvestigate_8bdcd044		Why did you come here?	game/script.rpy	7922	"[what]"
toadInvestigateMenu_b081d176		You uncovered a pantry with a single, mouldy piece of bread, and a pit sunk into the muck of the wall with the remains of an old fire.	game/script.rpy	7930	"[what]"
toadInvestigateMenu_8d77c0f7		The silence watched you.	game/script.rpy	7931	"[what]"
toadInvestigateMenu_1a92711c		You crawled through a tunnel in the back which lead down into the mud.	game/script.rpy	7934	"[what]"
toadInvestigateMenu_40d14c7b		At the end of the tunnel was a small room with a bed and a closet.	game/script.rpy	7935	"[what]"
toadInvestigateMenu_0e277305		Inside the closet were two threadbare costumes. A witch and a unicorn.	game/script.rpy	7936	"[what]"
toadDiaryShowing_0302119c		Nothing beside remained.	game/script.rpy	7939	"[what]"
toadDiaryShowing_a47a4b2e		You turned around and crawled back up out of the hole.	game/script.rpy	7944	"[what]"
toadDiaryShowing_8176d1a9	pov	What a terrible place that was. Never shall I return here again.	game/script.rpy	7945	pov "[what]"
toadDiaryShowing_b89ecfb5		Without another thought, you rushed back to the warmth of the village.	game/script.rpy	7946	"[what]"
witchInvestigate_ca223214		You walked through the trees until you began to see a glimmer of silver light in the darkness.	game/script.rpy	8025	"[what]"
witchInvestigate_645a2813		The forest was covered in great puddles of water from the rains. The puddles shone with light.	game/script.rpy	8028	"[what]"
witchInvestigate_0a2eced7		All around you, the woods were dark and empty. But when you looked into the water, you saw the reflection of a shining cottage below.	game/script.rpy	8029	"[what]"
puddle2_e7f50077		You crawled to the edge and looked down into the puddle.	game/script.rpy	8037	"[what]"
puddle2_7cd147f0		The surface of the water was flat and still.	game/script.rpy	8038	"[what]"
puddle2_307d5c87		The cottage in the reflection shone with bright light, as if the setting sun was behind it.	game/script.rpy	8041	"[what]"
puddle2_61023088		There was no trace of a cottage in the world above the water.	game/script.rpy	8044	"[what]"
puddle2_26014a45		You picked up a stick from the ground, and tossed it into the puddle.	game/script.rpy	8048	"[what]"
puddle2_ff499cad		It fell in without a single ripple in the water.	game/script.rpy	8049	"[what]"
puddle2_ac59d260		You saw it drop through into the reflection, and land close to the cottage.	game/script.rpy	8050	"[what]"
puddle2_37e73c24		You looked up. There was no trace of it in the world outside the reflection.	game/script.rpy	8051	"[what]"
puddle2_8f1abeb8		You grabbed the pig to you, then leapt into the puddle.	game/script.rpy	8056	"[what]"
puddle2_f72651ac		You leapt into the puddle.	game/script.rpy	8058	"[what]"
puddle2_34bd7779		The world flipped over.	game/script.rpy	8061	"[what]"
puddle2_17e60d48		You felt the water pass over you, and a cool chill tingled all through your body.	game/script.rpy	8062	"[what]"
puddle2_f108985a		When you opened your eyes, you were standing right way up again.	game/script.rpy	8065	"[what]"
puddle2_0fec5802		The puddle you had jumped into was now a floor, like a silver mirror.	game/script.rpy	8066	"[what]"
puddle2_f590bf40		The world all around you shone white.	game/script.rpy	8067	"[what]"
puddle2_3a06db03		At the centre of the puddle was a cottage in the middle of a garden.	game/script.rpy	8068	"[what]"
witchCottageInvestigate_291b83d9		You walked up the front steps, and put your hand on the doorknob.	game/script.rpy	8078	"[what]"
witchCottageInvestigate_2023ba25		The door opened up with a shuddering creak.	game/script.rpy	8079	"[what]"
witchCottageInvestigate_e88f7e75		Inside the cottage was a wild clutter of books and herbs and plants of all description, growing up the walls and roof.	game/script.rpy	8080	"[what]"
witchCottageInvestigate_d4f41332		The cottage was tiny, but the walls were covered with bookshelves stuffed with old manuscripts and notebooks and thick textbooks on all kinds of plants and animals.	game/script.rpy	8081	"[what]"
witchCottageInvestigate_b8ea80a2		The wooden bookshelves were sprouting with herbs and plants of every type.	game/script.rpy	8082	"[what]"
witchCottageInvestigate_7244cb3c		In the corner was a small kitchen with a cauldron, and up above was a small attic crawl-space.	game/script.rpy	8083	"[what]"
witchCottageInvestigate_ba39c26c		You climbed up in the crawl-space.	game/script.rpy	8086	"[what]"
essay4Showing_739acad6		It was covered in dust. A small bed nestled in the corner, with a half-full teacup beside it.	game/script.rpy	8089	"[what]"
essay4Showing_ecb0a014		Mould was beginning to grow from the teacup.	game/script.rpy	8091	"[what]"
essay4Showing_0302119c		Nothing beside remained.	game/script.rpy	8092	"[what]"
essay4Showing_f19a9c3b		The door swung open, and you saw the shining silver of the puddle-world again.	game/script.rpy	8095	"[what]"
essay4Showing_0789a529		You looked through the garden. Old pumpkins were going to rot.	game/script.rpy	8099	"[what]"
essay4Showing_c62740d2		In the dirt was a single fork wrapped in string.	game/script.rpy	8100	"[what]"
essay4Showing_65485aad		It was labelled with the letter A.	game/script.rpy	8101	"[what]"
essay4Showing_39d7518e		You turned and slowly walked back into the puddle. The water closed around you.	game/script.rpy	8104	"[what]"
essay4Showing_be212d3b		You soon found yourself back in the woods.	game/script.rpy	8105	"[what]"
mushroomInvestigate_51dc864a		The old strangler fig towered above you.	game/script.rpy	8115	"[what]"
mushroomInvestigate_cbc95999		Under the vines and swamp flowers at the root of the tree lay a small blue door, inlaid with precious moonstone and intricate engravings.	game/script.rpy	8116	"[what]"
mushroomInvestigate_a86eb036		The door creaked slowly open.	game/script.rpy	8123	"[what]"
mushroomInvestigate_fa0575bd		You walked back through the woods. The door creaked slowly in the wind behind you.	game/script.rpy	8126	"[what]"
mushroomInvestigateMenu_7d99185e		The chamber was still and empty, but for a small black door set into the bark in the centre.	game/script.rpy	8137	"[what]"
mushroomInvestigateMenu_adb884a2		You opened up the door and looked within cautiously.	game/script.rpy	8138	"[what]"
mushroomInvestigateMenu_c2549963		The basement within was dark. Nothing moved.	game/script.rpy	8139	"[what]"
mushroomInvestigateMenu_22477547	pov	There is nothing for me here.	game/script.rpy	8140	pov "[what]"
mushroomInvestigateMenu_5044a29d		You left the basement and returned to the main hollow.	game/script.rpy	8141	"[what]"
mushroomInvestigateMenu_f2a6c1ac		Under the tree was an ancient underground river.	game/script.rpy	8146	"[what]"
mushroomInvestigateMenu_431c9c5e		The mud held old crocodile footprints, long dried. There was no sign of anything living.	game/script.rpy	8147	"[what]"
mushroomInvestigateMenu_0670f4a0	pov	I had best head back to the village, if I know what is good for me.	game/script.rpy	8148	pov "[what]"
mushroomInvestigateMenu_ed29718f		You turned and climbed back up the stairs.	game/script.rpy	8149	"[what]"
mushroomInvestigateMenu_0fb19403		The canopy moved gently in the breeze.	game/script.rpy	8154	"[what]"
mushroomPosterShowing_0f005270		No fruits or flowers grew there. The branches were bare.	game/script.rpy	8157	"[what]"
mushroomPosterShowing_4e3899c8		The cold wind slowly ate away at you, until you turned and went back inside.	game/script.rpy	8159	"[what]"
mushroomPosterShowing_fa0575bd		You walked back through the woods. The door creaked slowly in the wind behind you.	game/script.rpy	8162	"[what]"
thiefInvestigate_11439848		The train was wedged between two trees. Grass grew over the wheels. There were no train tracks. No sign how it came to lie here.	game/script.rpy	8194	"[what]"
thiefInvestigate_47b4c06a		You hoisted yourself up into the train carriage.	game/script.rpy	8204	"[what]"
thiefInvestigate_2a59bea2		The main room was some kind of bar or gambling hall that now lay silent.	game/script.rpy	8205	"[what]"
thiefInvestigate_6dbcca20		The moonlight gleamed on empty bottles and glasses. The wind whistled through open windows.	game/script.rpy	8206	"[what]"
thiefInvestigate2_d2f31fa4		This room must have been sweltering, once. Now the gaping maw of the furnace lay cold.	game/script.rpy	8217	"[what]"
thiefInvestigate2_0e7f72d8		You pulled yourself up through the window and onto the roof.	game/script.rpy	8222	"[what]"
